FIPS Codes,County,percent (men)_2010,percent (women)_2010,percent (men)_2013,percent (women)_2013,Geographic area,Density_Population
02240,Valdez-Cordova Census Area,6.7,6.6,7.7,7.1,Valdez-Cordova Census Area,0.3
02261,Wade Hampton Census Area,6.6,6.9,4.9,4.2,Wade Hampton Census Area,0.4
02270,Wrangell City and Borough 2009 Census,8.7,8.7,9.1,8.6,Wrangell City and Borough,0.9
02275,Yakutat City and Borough,8.2,9.1,8,7.7,Yakutat City and Borough,0.1
02280,Yukon-Koyukuk Census Area,8.2,8.1,8.8,7.7,Yukon-Koyukuk Census Area,0
02282,Apache County,14.5,15.4,14.8,14.1,Apache County,6.4
02290,Cochise County,9.8,8,11.6,8.9,Cochise County,21.3
04001,Coconino County,7.8,6.9,8.3,6.9,Coconino County,7.2
04003,Gila County,12.2,10.2,12.7,9.7,Gila County,11.3
04005,Graham County,11,10.7,10.7,9.9,Graham County,8.1
04007,Greenlee County,10.1,8.5,11.7,9.7,Greenlee County,4.6
04009,La Paz County,14.3,12.5,16.6,13,La Paz County,4.6
04011,Maricopa County,8.5,7.4,10,8.1,Maricopa County,414.9
04012,Mohave County,13.6,10.3,14.6,11,Mohave County,15
04013,Navajo County,12,11.3,13.8,12.4,Navajo County,10.8
04015,Pima County,8.9,6.9,10.2,7.5,Pima County,106.7
04017,Pinal County,11,9.7,13.1,11.4,Pinal County,70
04019,Santa Cruz County,7.5,5.4,9.6,6.6,Santa Cruz County,38.3
04021,Yavapai County,10.8,7.9,12.2,8.9,Yavapai County,26
04023,Yuma County,10.6,8.7,13.3,11.9,Yuma County,35.5
04025,Arkansas County,14.8,14,13.4,12.4,Arkansas County,19.2
04027,Ashley County,12.7,11.1,15.3,13.8,Ashley County,23.6
05001,Baxter County,12.5,9.3,17.7,14.5,Baxter County,74.9
05003,Benton County,9.7,7.7,10.3,9,Benton County,261.2
05005,Boone County,13.1,10.5,13,11.9,Boone County,62.5
05007,Bradley County,14.4,13.6,13.5,12.7,Bradley County,17.7
05009,Calhoun County,12.6,11.3,14,13.3,Calhoun County,8.5
05011,Carroll County,12.4,10.4,14,12,Carroll County,43.6
05013,Chicot County,14.6,15.7,15,15.4,Chicot County,18.3
05015,Clark County,11.8,11.2,11.9,11.3,Clark County,26.6
05017,Clay County,13.9,11.6,12.2,10.1,Clay County,25.2
05019,Cleburne County,14.4,11.5,14.7,12.4,Cleburne County,46.9
05021,Cleveland County,13.8,12.2,14,12.1,Cleveland County,14.5
05023,Columbia County,13,12.5,13.2,12.7,Columbia County,32.1
05025,Conway County,14,11.9,14.5,13,Conway County,38.5
05027,Craighead County,12.4,10.6,13.6,12.6,Craighead County,136.4
05029,Crawford County,11.5,8.9,12.2,10.6,Crawford County,104.4
05031,Crittenden County,14.3,13.7,15.8,15.8,Crittenden County,83.5
05033,Cross County,13.8,12.3,14.1,13.2,Cross County,29
05035,Dallas County,13.9,13.3,14.7,14.2,Dallas County,12.2
05037,Desha County,13.8,13.6,15.4,14.8,Desha County,16.9
05039,Drew County,13.2,12.1,14.2,13.1,Drew County,22.3
05041,Faulkner County,11.1,9.6,11.7,10.7,Faulkner County,174.8
05043,Franklin County,13.3,11,14.4,13.3,Franklin County,29.8
05045,Fulton County,13.8,10.7,16.9,14.5,Fulton County,19.8
05047,Garland County,12.1,10.1,15.5,13.6,Garland County,141.7
05049,Grant County,12.3,9.9,12,10.3,Grant County,28.3
05051,Greene County,15.6,14.2,13.4,12.5,Greene County,72.9
05053,Hempstead County,15.1,13.7,14.3,12.7,Hempstead County,31.1
05055,Hot Spring County,12.5,10.6,12.7,11.6,Hot Spring County,53.5
05057,Howard County,13.3,12.2,14.2,12.7,Howard County,23.4
05059,Independence County,12.7,10.7,13.8,12.4,Independence County,48
05061,Izard County,12.1,9.8,16.3,14.7,Izard County,23.6
05063,Jackson County,14.3,13.3,13.1,12.6,Jackson County,28.4
05065,Jefferson County,14.7,15.6,15.6,15.1,Jefferson County,88.9
05067,Johnson County,13,10.9,13.3,11.8,Johnson County,38.7
05069,Lafayette County,13.8,12.3,15.7,14.9,Lafayette County,14.5
05071,Lawrence County,13.4,11.4,13.9,12.4,Lawrence County,29.6
05073,Lee County,12.2,14.5,12.2,14.4,Lee County,17.3
05075,Lincoln County,10.7,11.3,11.9,13.1,Lincoln County,25.2
05077,Little River County,13.2,11.5,13.8,12.2,Little River County,24.7
05079,Logan County,14,11.5,14.9,12.8,Logan County,31.6
05081,Lonoke County,12,9.6,13.7,12.5,Lonoke County,88.7
05083,Madison County,14.5,12.4,12.8,10.7,Madison County,18.8
05085,Marion County,15.7,12.7,13.6,10.9,Marion County,27.9
05087,Miller County,12.4,11.7,12.3,12.2,Miller County,69.5
05089,Mississippi County,13.8,13.1,15.9,15.9,Mississippi County,51.6
05091,Monroe County,14.4,13.8,17.5,16.9,Monroe County,13.4
05093,Montgomery County,13.1,10.4,15.4,13.2,Montgomery County,12.2
05095,Nevada County,15.1,14,14.5,13.4,Nevada County,14.6
05097,Newton County,13.9,11.3,13.8,11.8,Newton County,10.1
05099,Ouachita County,13.8,12.4,15.1,14.6,Ouachita County,35.6
05101,Perry County,13.9,11.2,13.2,11.3,Perry County,18.9
05103,Phillips County,15.6,16.2,16.3,17,Phillips County,31.3
05105,Pike County,13.4,11.3,13.2,11.6,Pike County,18.8
05107,Poinsett County,13.3,11.1,14.4,13.1,Poinsett County,32.4
05109,Polk County,12.8,10,14.7,13.2,Polk County,24.1
05111,Pope County,13,11,11.5,10.9,Pope County,76
05113,Prairie County,13.5,11.3,15.2,13.4,Prairie County,13.4
05115,Pulaski County,11.4,10.7,12.3,11.7,Pulaski County,503.8
05117,Randolph County,13.6,11.1,13.5,11.9,Randolph County,27.6
05119,St. Francis County,12.2,13.1,15.3,17.9,St. Francis County,44.5
05121,Saline County,12.3,10.4,12.7,11.1,Saline County,148
05123,Scott County,13.7,11.4,12.3,10.5,Scott County,12.6
05125,Searcy County,13.7,11,14.4,12.4,Searcy County,12.3
05127,Sebastian County,12.4,10.5,13.3,12.6,Sebastian County,236.4
05129,Sevier County,14.4,13.2,12.8,11.6,Sevier County,30.2
05131,Sharp County,13.7,10.4,16.4,14.2,Sharp County,28.6
05133,Stone County,14.8,12.2,14.1,11.4,Stone County,20.4
05135,Union County,12.2,11.6,13.8,13.2,Union County,40.1
05137,Van Buren County,14.2,11.5,13.9,11.9,Van Buren County,24.4
05139,Washington County,8.9,7.3,9.7,8.5,Washington County,215.6
05141,White County,11.8,9.6,10.8,9.4,White County,74.5
05143,Woodruff County,14,12.7,15.2,14.2,Woodruff County,12.4
05145,Yell County,14,11.8,13.3,12.5,Yell County,23.9
05147,Alameda County,8.3,7.3,9.2,7.9,Alameda County,2043.6
05149,Alpine County,10.4,8.6,11.2,9.2,Alpine County,1.6
06001,Amador County,10.5,8.9,11,9.4,Amador County,64.1
06003,Butte County,8.7,7.5,10.6,9.8,Butte County,134.4
06005,Calaveras County,10.3,8,11.3,8.7,Calaveras County,44.7
06007,Colusa County,8.4,7.2,10.3,8.8,Colusa County,18.6
06009,Contra Costa County,8.3,7,10,8.8,Contra Costa County,1465.2
06011,Del Norte County,8.9,8.7,8.7,8.2,Del Norte County,28.4
06013,El Dorado County,9,7.3,8.6,6.5,El Dorado County,106
06015,Fresno County,9.1,8.9,9.8,9.1,Fresno County,156.2
06017,Glenn County,8.5,7.2,9.1,7.7,Glenn County,21.4
06019,Humboldt County,8.7,8,9.3,8.3,Humboldt County,37.7
06021,Imperial County,7.7,7.1,8.7,7.9,Imperial County,41.8
06023,Inyo County,10,8.6,10.3,8.5,Inyo County,1.8
06025,Kern County,8.1,7.5,9.8,8.7,Kern County,103.3
06027,Kings County,7.5,7.4,7.8,7.2,Kings County,110.1
06029,Lake County,10.8,9.2,11.2,9.1,Lake County,51.5
06031,Lassen County,7.2,8,7.4,7.9,Lassen County,7.7
06033,Los Angeles County,7.8,7.6,9.5,8.8,Los Angeles County,2419.6
06035,Madera County,9.8,8.5,8.7,7.1,Madera County,70.6
06037,Marin County,6.4,4.7,8.8,7.1,Marin County,485.1
06039,Mariposa County,10.3,8.4,11.8,9.5,Mariposa County,12.6
06041,Mendocino County,8.1,7.2,9.1,7.7,Mendocino County,25.1
06043,Merced County,8.4,7.6,9.5,8.8,Merced County,132.2
06045,Modoc County,9.8,7.8,11.6,9.2,Modoc County,2.5
06047,Mono County,7.1,5.9,8,6.6,Mono County,4.7
06049,Monterey County,7.1,6.7,7.9,7.2,Monterey County,126.5
06051,Napa County,7.9,6.5,9.1,7.7,Napa County,182.4
06053,Nevada County,8,6.3,8.8,6.7,Nevada County,103.1
06055,Orange County,8,6.9,8.7,7.4,Orange County,3807.7
06057,Placer County,7.9,6.5,9.8,8.2,Placer County,247.6
06059,Plumas County,10.4,8.2,11.1,8.6,Plumas County,7.8
06061,Riverside County,10.3,8.7,9.6,8.5,Riverside County,303.8
06063,Sacramento County,9.6,8.9,9.3,7.6,Sacramento County,1470.8
06065,San Benito County,8.1,6.8,8.3,6.9,San Benito County,39.8
06067,San Bernardino County,8.9,8.1,9.7,8.7,San Bernardino County,101.5
06069,San Diego County,7.8,7.2,8,7.4,San Diego County,735.8
06071,San Francisco County,7.1,6.7,8,7.8,San Francisco County,17179.2
06073,San Joaquin County,9.8,9.2,10.4,10.1,San Joaquin County,492.6
06075,San Luis Obispo County,7.5,6,8.9,8,San Luis Obispo County,81.7
06077,San Mateo County,7.7,6.7,8.7,7.9,San Mateo County,1602.2
06079,Santa Barbara County,7.1,6.1,7.6,6.6,Santa Barbara County,155
06081,Santa Clara County,8,7.1,8.7,8,Santa Clara County,1381
06083,Santa Cruz County,6.5,5.5,7.6,6.4,Santa Cruz County,589.4
06085,Shasta County,9.7,8.4,10.1,8.8,Shasta County,46.9
06087,Sierra County,10.6,8.3,11,8.1,Sierra County,3.4
06089,Siskiyou County,9.8,7.8,9.6,7.6,Siskiyou County,7.2
06091,Solano County,10.5,10.3,10.2,9.5,Solano County,503
06093,Sonoma County,7.2,6,8.6,7.3,Sonoma County,307.1
06095,Stanislaus County,8.6,7.9,10.2,9.3,Stanislaus County,344.2
06097,Sutter County,9,7.8,9.1,8.1,Sutter County,157.3
06099,Tehama County,9.8,8.2,11.9,10.6,Tehama County,21.5
06101,Trinity County,10.5,8.5,11.2,9,Trinity County,4.3
06103,Tulare County,7.8,7.1,8.6,7.5,Tulare County,91.7
06105,Tuolumne County,8.6,7.1,10.7,9.5,Tuolumne County,24.9
06107,Ventura County,7.3,6.9,8.3,7,Ventura County,446.7
06109,Yolo County,7.5,6.6,7.5,6.4,Yolo County,197.9
06111,Yuba County,8.2,7.2,8.1,7.1,Yuba County,114.2
06113,Adams County,7,6.4,7.6,6.8,Adams County,378.2
06115,Alamosa County,7.1,5.9,7.1,6.3,Alamosa County,21.4
08001,Arapahoe County,6.4,5.6,6.8,5.9,Arapahoe County,716.7
08003,Archuleta County,7.5,5.5,6.7,5.1,Archuleta County,8.9
08005,Baca County,8.3,7,8.2,7,Baca County,1.5
08007,Bent County,6.4,6.5,6.8,7.3,Bent County,4.3
08009,Boulder County,5,4.5,4.4,3.7,Boulder County,405.6
08011,Broomfield County,5.9,5.1,5.7,5.2,Broomfield County,1691.9
08013,Chaffee County,6.4,5.5,6.8,6,Chaffee County,17.6
08014,Cheyenne County,7.7,7.3,7.1,5.9,Cheyenne County,1
08015,Clear Creek County,6.1,4.8,8.5,7.3,Clear Creek County,23
08017,Conejos County,6.7,5.4,6.6,5.3,Conejos County,6.4
08019,Costilla County,8.7,6.8,9.4,7.2,Costilla County,2.9
08021,Crowley County,6,7.1,5.7,6.7,Crowley County,7.4
08023,Custer County,8.7,7,7.7,5.9,Custer County,5.8
08025,Delta County,8.2,7.1,8.3,6.8,Delta County,27.1
08027,Denver County,6.2,5.7,6.2,5.8,Denver County,3922.6
08029,Dolores County,7.7,6.4,8.4,6.6,Dolores County,1.9
08031,Douglas County,4.7,3.5,6.1,4.7,Douglas County,339.7
08033,Eagle County,4,3.1,3.7,2.9,Eagle County,31
08035,Elbert County,5.8,4.4,5.9,4.6,Elbert County,12.5
08037,El Paso County,6.2,5.6,7.3,6.7,El Paso County,292.6
08039,Fremont County,8.7,8.3,8.1,8.2,Fremont County,30.5
08041,Garfield County,5.5,4.5,5.2,4.2,Garfield County,19.1
08043,Gilpin County,6.6,5.4,7,5.5,Gilpin County,36.3
08045,Grand County,6,4.8,6.3,4.8,Grand County,8
08047,Gunnison County,4.5,4,4.9,4.3,Gunnison County,4.7
08049,Hinsdale County,7.6,5.6,7.5,5.7,Hinsdale County,0.8
08051,Huerfano County,9.3,7.3,8.6,6.7,Huerfano County,4.2
08053,Jackson County,7.3,5.8,7.2,5.8,Jackson County,0.9
08055,Jefferson County,6.1,5.2,6,4.8,Jefferson County,699.5
08057,Kiowa County,8.2,7.1,8.4,7.1,Kiowa County,0.8
08059,Kit Carson County,7.4,7.2,7.5,7.1,Kit Carson County,3.8
08061,Lake County,5.2,4.5,5.9,4.9,Lake County,19.4
08063,La Plata County,6,5,5.3,4.3,La Plata County,30.3
08065,Larimer County,5.5,4.5,5.7,4.7,Larimer County,115.4
08067,Las Animas County,8,7,8.2,7.1,Las Animas County,3.2
08069,Lincoln County,7.7,7.3,7.7,7.4,Lincoln County,2.1
08071,Logan County,6.9,6.8,7.1,6.8,Logan County,12.4
08073,Mesa County,7,6.2,7.7,6.7,Mesa County,44.1
08075,Mineral County,8,6.4,7.7,5.8,Mineral County,0.8
08077,Moffat County,7,6,6.9,5.6,Moffat County,2.9
08079,Montezuma County,7.3,6,7.1,6,Montezuma County,12.6
08081,Montrose County,6.9,5.7,8.7,7.6,Montrose County,18.4
08083,Morgan County,7.6,7,7.8,7,Morgan County,22
08085,Otero County,8.3,6.7,7.5,6.2,Otero County,14.9
08087,Ouray County,7.8,5.9,7.6,5.8,Ouray County,8.2
08089,Park County,5.9,4.5,7.4,6,Park County,7.4
08091,Phillips County,8.2,7,8.3,7.2,Phillips County,6.5
08093,Pitkin County,5.3,4.2,5.6,4.4,Pitkin County,17.7
08095,Prowers County,7.9,6.7,9,7.9,Prowers County,7.7
08097,Pueblo County,9,8.4,9.4,8.8,Pueblo County,66.7
08099,Rio Blanco County,6.6,5.5,6.5,5.5,Rio Blanco County,2.1
08101,Rio Grande County,8.1,6.5,7.7,6.1,Rio Grande County,13.1
08103,Routt County,3.7,2.8,4.6,3.5,Routt County,10
08105,Saguache County,6.2,4.8,7.8,6.2,Saguache County,1.9
08107,San Juan County,6.7,5,7.7,5.5,San Juan County,1.8
08109,San Miguel County,5.1,4.2,5.6,4.3,San Miguel County,5.7
08111,Sedgwick County,8.2,6.9,8.7,7.3,Sedgwick County,4.3
08113,Summit County,4.2,3.4,4.5,3.6,Summit County,46
08115,Teller County,7.7,6,7.9,5.9,Teller County,41.9
08117,Washington County,7.5,6.7,7,6,Washington County,1.9
08119,Weld County,6.5,5.7,6.9,5.9,Weld County,63.4
08121,Yuma County,6.6,5.5,6.6,5.7,Yuma County,4.2
08123,Fairfield County,7.9,6.4,8.4,6.8,Fairfield County,1467.2
08125,Hartford County,8.9,8.2,10.3,8.9,Hartford County,1216.2
09001,Litchfield County,8.9,6.7,7.7,5.6,Litchfield County,206.3
09003,Middlesex County,8.8,7.3,9.7,7.3,Middlesex County,448.6
09005,New Haven County,10.2,9,10,8.1,New Haven County,1426.7
09007,New London County,8.5,7.3,10,8.4,New London County,412.2
09009,Tolland County,8.1,6.5,8.4,6,Tolland County,372.2
09011,Windham County,10.8,9.8,11.5,8.7,Windham County,230.9
09013,Kent County,12.4,11.4,12.9,12.7,Kent County,276.9
09015,New Castle County,9.3,7.6,9.7,8.4,New Castle County,1263.2
10001,Sussex County,12.3,10.8,14.6,11.9,Sussex County,210.6
10003,District of Columbia,7.9,8.3,7.5,8.5,District of Columbia,9856.5
10005,Alachua County,7.6,6.9,8.7,7.9,Alachua County,282.7
11001,Baker County,13.4,13.3,13.1,12.9,Baker County,46.3
12001,Bay County,11.3,9.4,12,10.4,Bay County,222.6
12003,Bradford County,13.2,13.4,14.5,14.2,Bradford County,97
12005,Brevard County,13.3,11.6,12.6,11,Brevard County,535
12007,Broward County,10.1,8.4,10,9,Broward County,1444.9
12009,Calhoun County,13.8,13.1,15.4,15.6,Calhoun County,25.8
12011,Charlotte County,15.1,11.1,16.2,12.2,Charlotte County,235.2
12013,Citrus County,14.3,11.6,16.5,12.9,Citrus County,242.8
12015,Clay County,12.6,9.9,12.8,11.1,Clay County,315.8
12017,Collier County,11.8,8.5,9.9,7.4,Collier County,160.9
12019,Columbia County,13.5,12.2,13.4,12,Columbia County,84.7
12021,DeSoto County,12.8,12.7,13.7,13.8,DeSoto County,54.7
12023,Dixie County,14.3,12.9,15.1,12.8,Dixie County,23.3
12027,Duval County,11.1,10.6,11.9,10.5,Duval County,1133.9
12029,Escambia County,12.9,12,12.5,12.3,Escambia County,453.4
12031,Flagler County,13.3,10.3,13.7,11.2,Flagler County,197.1
12033,Franklin County,10,9.7,11.1,10.7,Franklin County,21.6
12035,Gadsden County,14.3,14.4,16.7,17.4,Gadsden County,89.8
12037,Gilchrist County,12.1,9.7,9.2,7.7,Gilchrist County,48.4
12039,Glades County,13.1,11.6,14.4,12.9,Glades County,16
12041,Gulf County,10.8,12.1,11,11.3,Gulf County,28.1
12043,Hamilton County,13.7,14.6,12.4,13.9,Hamilton County,28.8
12045,Hardee County,13.2,13.3,13,12.1,Hardee County,43.5
12047,Hendry County,11.5,11.2,14.6,12.8,Hendry County,34
12049,Hernando County,13.5,10.7,15.3,11.7,Hernando County,365.6
12051,Highlands County,15.4,12,15.2,13.3,Highlands County,97.2
12053,Hillsborough County,11.6,9.6,11,9.8,Hillsborough County,1204.9
12055,Holmes County,15.8,14.8,14.4,14,Holmes County,41.6
12057,Indian River County,12.9,10.6,13.1,9.8,Indian River County,274.5
12059,Jackson County,12.4,13,12.4,12.4,Jackson County,54.2
12061,Jefferson County,13.1,13.7,11.9,11.6,Jefferson County,24.7
12063,Lafayette County,10.7,11.4,12.6,14.2,Lafayette County,16.3
12065,Lake County,13.8,10.4,15.9,13.5,Lake County,316.6
12067,Lee County,11.9,9.2,11.3,8.5,Lee County,788.7
12069,Leon County,9.6,8.4,8.7,7.9,Leon County,413.1
12071,Levy County,14.4,11.7,15.4,13,Levy County,36.5
12073,Liberty County,11.7,12.3,13.4,13.4,Liberty County,10
12075,Madison County,14.5,14.3,15.4,15.7,Madison County,27.6
12077,Manatee County,12.5,10.1,11.9,9.6,Manatee County,434.5
12079,Marion County,13.4,11.4,14.3,11.1,Marion County,209.1
12081,Martin County,10,7.5,12.9,9.8,Martin County,269.2
12083,Miami-Dade County,9.7,8.1,8.8,7.1,Miami-Dade County,1315.5
12085,Monroe County,8.4,5.8,9.7,7.3,Monroe County,74.3
12086,Nassau County,11.5,9,12,9.7,Nassau County,113
12087,Okaloosa County,10.3,8.9,10.4,9,Okaloosa County,194.4
12089,Okeechobee County,11.2,9.2,12.4,10.8,Okeechobee County,52
12091,Orange County,9.5,8.6,9.2,8.5,Orange County,1268.5
12093,Osceola County,10.2,8.8,12.8,11.3,Osceola County,202.4
12095,Palm Beach County,10.8,8.3,11.5,9.6,Palm Beach County,670.2
12097,Pasco County,12.4,10,13.8,10.7,Pasco County,622.2
12099,Pinellas County,12,10.1,11.8,9.9,Pinellas County,3347.5
12101,Polk County,13.4,11.2,15,13.6,Polk County,334.9
12103,Putnam County,15.9,13.6,13.2,11.2,Putnam County,102.2
12105,St. Johns County,9.3,7.2,10,8,St. Johns County,316.4
12107,St. Lucie County,14.1,12.1,12.8,10.4,St. Lucie County,485.7
12109,Santa Rosa County,11.3,9.5,9.7,8.3,Santa Rosa County,149.6
12111,Sarasota County,12.3,8.3,13,9.4,Sarasota County,682.6
12113,Seminole County,11.5,10,10.7,9.3,Seminole County,1367
12115,Sumter County,15.1,12.4,16.3,13.5,Sumter County,170.8
12117,Suwannee County,13.1,11.7,14,13,Suwannee County,60.3
12119,Taylor County,13.2,12.8,15.2,15.7,Taylor County,21.6
12121,Union County,14.3,12.8,13.1,11.3,Union County,63.8
12123,Volusia County,13.4,10.6,13.2,11.6,Volusia County,449.2
12125,Wakulla County,10.9,10.4,11.8,11.6,Wakulla County,50.8
12127,Walton County,11.3,9.9,12.6,10.5,Walton County,53
12129,Washington County,13.8,13,13.2,12.6,Washington County,42.7
12131,Appling County,14,14,12.7,13.2,Appling County,36
12133,Atkinson County,11.4,10.7,11.2,11.8,Atkinson County,24.7
13001,Bacon County,11.5,10.7,10.3,10.6,Bacon County,42.9
13003,Baker County,14.4,14.4,13.9,15.6,Baker County,10.1
13005,Baldwin County,11.5,11.2,13.3,14.7,Baldwin County,177.3
13007,Banks County,11.7,9.9,11.4,10.9,Banks County,79.3
13009,Barrow County,11.9,11.4,10.9,11.6,Barrow County,432.7
13011,Bartow County,12.3,10.7,11.9,12.3,Bartow County,217.9
13013,Ben Hill County,14.4,14.2,11.9,12.9,Ben Hill County,70.5
13015,Berrien County,12.7,11,13.7,14.8,Berrien County,42.7
13017,Bibb County,11.9,12.2,12.4,12.9,Bibb County,622.8
13019,Bleckley County,12.7,12,13.1,14.1,Bleckley County,60.5
13021,Brantley County,11.9,9.9,11.1,10.8,Brantley County,41.6
13023,Brooks County,14.8,14.9,13.7,15.3,Brooks County,32.9
13025,Bryan County,11.1,9.5,11.9,12.7,Bryan County,69.3
13027,Bulloch County,10.6,10.9,10.9,12.9,Bulloch County,104.4
13029,Burke County,12.7,12.6,13.7,15.6,Burke County,28.2
13031,Butts County,12.7,13.2,10.8,12.7,Butts County,128.3
13033,Calhoun County,11.7,15.3,12.3,17.9,Calhoun County,23.9
13035,Camden County,11.6,11.5,10.5,11.4,Camden County,82.4
13037,Candler County,12,11,13.1,14.2,Candler County,45.3
13039,Carroll County,13.1,12.6,10.9,11.7,Carroll County,221.5
13043,Catoosa County,13.3,11.6,12.1,12.3,Catoosa County,394.3
13045,Charlton County,11.3,11.9,10.5,13.3,Charlton County,15.7
13047,Chatham County,10.5,10.3,10.3,11.6,Chatham County,621.7
13049,Chattahoochee County,6.4,9,5.4,8.7,Chattahoochee County,45.3
13051,Chattooga County,12.3,11.8,10.8,11.3,Chattooga County,83
13053,Cherokee County,9.7,7.8,8.9,8.4,Cherokee County,508.3
13055,Clarke County,9,9,7.8,8.8,Clarke County,979.1
13057,Clay County,17.7,17.3,16.5,17.8,Clay County,16.3
13059,Clayton County,11.4,11.2,11.2,11.9,Clayton County,1832.5
13061,Clinch County,13.3,12.5,12.5,13.3,Clinch County,8.5
13063,Cobb County,9.4,8.2,8.5,8.5,Cobb County,2026.4
13065,Coffee County,11.7,11.7,10.9,12.2,Coffee County,73.7
13067,Colquitt County,13,12.7,12.5,13.2,Colquitt County,83.6
13069,Columbia County,10.6,9,10.3,10.4,Columbia County,427.6
13071,Cook County,13.9,13.3,11.9,12.4,Cook County,75.8
13073,Coweta County,11.5,10.6,10.4,10.7,Coweta County,288.8
13075,Crawford County,13.1,11.9,12.9,13.3,Crawford County,38.9
13077,Crisp County,14.1,14.2,13.3,14.9,Crisp County,86
13079,Dade County,12.6,10.5,12.1,12.2,Dade County,95.6
13081,Dawson County,12,9.7,10.9,10.2,Dawson County,105.9
13083,Decatur County,13,12.8,11.4,12.8,Decatur County,46.6
13085,DeKalb County,8.9,9.1,9.5,10.5,DeKalb County,2585.7
13087,Dodge County,14.9,15.8,12.6,14.4,Dodge County,44
13089,Dooly County,12.5,13.8,13.4,16.6,Dooly County,38.1
13091,Dougherty County,12.5,12.5,11.5,13.1,Dougherty County,287.7
13093,Douglas County,11.7,11.4,11.6,12.4,Douglas County,661.8
13095,Early County,13.5,13.3,14.7,16.3,Early County,21.5
13097,Echols County,10.5,9.6,10.8,11.1,Echols County,9.7
13099,Effingham County,10.4,9,13.1,13.8,Effingham County,109.4
13101,Elbert County,14.6,13.9,12.6,13.4,Elbert County,57.4
13103,Emanuel County,11.5,11,11,12.2,Emanuel County,33.2
13105,Evans County,13.9,14.2,12.5,14.2,Evans County,60.2
13107,Fannin County,14.6,12,12.9,11.6,Fannin County,61.2
13109,Fayette County,11.5,9.8,12.9,12.9,Fayette County,548.3
13111,Floyd County,11.2,9.9,13.1,14.1,Floyd County,188.9
13113,Forsyth County,10.7,8.8,10.9,10.6,Forsyth County,783.5
13115,Franklin County,12.2,10.8,12.2,12.5,Franklin County,84.5
13117,Fulton County,7.8,8.1,8.2,9.2,Fulton County,1748
13119,Gilmer County,12.8,10.4,12.4,12.4,Gilmer County,66.3
13121,Glascock County,12.3,10.9,11.7,11.8,Glascock County,21.4
13123,Glynn County,10.7,9.1,11.6,11.5,Glynn County,189.7
13125,Gordon County,11,9.6,10.2,10.2,Gordon County,155.1
13127,Grady County,12.5,12.3,11.6,12.5,Grady County,55
13129,Greene County,15.3,14.2,15.2,15.5,Greene County,41.3
13131,Gwinnett County,7.7,7.1,8.5,8.1,Gwinnett County,1871.2
13133,Habersham County,12.1,9.4,11.8,11,Habersham County,155.5
13135,Hall County,12.7,11.8,10.7,11.2,Hall County,457.5
13137,Hancock County,14.4,18.7,13.4,18.8,Hancock County,20
13139,Haralson County,12.6,11.1,11.2,11.1,Haralson County,102
13141,Harris County,13.5,11.9,12.9,13.5,Harris County,69
13143,Hart County,12.3,11.1,13.2,13.7,Hart County,108.5
13145,Heard County,12.5,10.9,12,12,Heard County,40
13147,Henry County,10,9.2,12.9,14,Henry County,633
13149,Houston County,10.4,9.2,12.5,13.8,Houston County,372.5
13151,Irwin County,12.3,12.2,11.7,13.2,Irwin County,26.9
13153,Jackson County,10.1,8.5,11.2,11.1,Jackson County,178.1
13155,Jasper County,12.2,11.4,12.4,12.9,Jasper County,37.8
13157,Jeff Davis County,12.2,11.3,12.6,12.9,Jeff Davis County,45.6
13159,Jefferson County,13.6,14.5,14.7,18.6,Jefferson County,32.2
13161,Jenkins County,13.7,13.4,10.9,13.5,Jenkins County,24
13163,Johnson County,13.2,13.8,11.9,13.8,Johnson County,32.9
13165,Jones County,13.3,12.6,12.2,12.5,Jones County,72.8
13167,Lamar County,12.2,11.3,11.6,11.7,Lamar County,99.8
13169,Lanier County,11.5,10.9,11.2,11.7,Lanier County,54.4
13171,Laurens County,12.1,11.6,13.5,15.3,Laurens County,60
13173,Lee County,11.7,10.4,10.6,10.8,Lee County,79.5
13175,Liberty County,10.1,10.3,9.3,11.4,Liberty County,129.5
13177,Lincoln County,14.2,13.2,13.6,14.5,Lincoln County,38
13179,Long County,10.4,9.9,9.4,10.1,Long County,36.1
13181,Lowndes County,11,11.2,10.7,12.4,Lowndes County,220.2
13183,Lumpkin County,10.1,8.2,10.9,10.8,Lumpkin County,105.9
13185,McDuffie County,14.9,14.6,16.3,18.4,McDuffie County,85
13187,McIntosh County,14.2,12.8,14.8,15.5,McIntosh County,33.8
13189,Macon County,13.2,15.6,11.8,15.7,Macon County,36.8
13191,Madison County,12.5,11.2,13,13.6,Madison County,99.6
13193,Marion County,14.4,13.7,13.5,14.5,Marion County,23.9
13195,Meriwether County,13.5,13,14,15.5,Meriwether County,43.9
13197,Miller County,14.7,14.2,12.8,13.7,Miller County,21.7
13199,Mitchell County,12.4,13.3,12.8,16.1,Mitchell County,45.9
13201,Monroe County,12.7,12,13.9,15.1,Monroe County,66.8
13205,Montgomery County,12.3,12.2,12.8,14.1,Montgomery County,38.1
13207,Morgan County,14.2,13,11.5,11.6,Morgan County,51.4
13209,Murray County,12.5,10.7,12.5,12.9,Murray County,115
13211,Muscogee County,11.7,13.1,11.7,14.9,Muscogee County,877.5
13213,Newton County,11.5,10.9,10.1,10.6,Newton County,367.3
13215,Oconee County,10.5,8.7,9.7,8.8,Oconee County,178
